genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
C0601539,NA,NA,NA
C0601540,NA,NA,NA
C0601541,NA,66.74,44.45
C0601542,NA,NA,NA
C0601543,NA,68.37,47.8
C0601544,NA,NA,NA
C0601545,NA,NA,NA
C0601546,NA,NA,NA
C0601548,NA,NA,NA
C0601549,NA,NA,NA
C0601550,NA,NA,NA
C0601551,NA,NA,NA
C0601552,NA,NA,NA
C0601553,NA,NA,NA
C0601555,NA,NA,NA
C0601556,NA,NA,NA
C0601557,NA,NA,NA
C0601558,NA,NA,NA
C0601559,NA,70.55,NA
C0601560,NA,NA,NA
C0601561,NA,NA,NA
C0601562,NA,NA,NA
C0601563,NA,NA,NA
C0601564,NA,NA,NA
C0601565,NA,NA,NA
C0601566,NA,NA,NA
C0601567,NA,NA,NA
C0601568,NA,NA,NA
C0601569,NA,NA,NA
C0601570,NA,NA,NA
C0601571,NA,NA,NA
C0601572,NA,NA,NA
C0601573,NA,NA,NA
C0601574,NA,NA,NA
C0601575,NA,NA,NA
C0601576,NA,NA,NA
C0601577,NA,NA,NA
C0601578,NA,NA,NA
C0601579,NA,NA,NA
C0601580,NA,NA,NA
C0601581,NA,NA,NA
C0601582,NA,NA,NA
C0601583,NA,NA,NA
C0601585,NA,NA,NA
C0601587,NA,NA,NA
C0601588,NA,NA,NA
C0601589,NA,NA,NA
C0601590,NA,NA,NA
C0601591,NA,NA,NA
C0601592,NA,NA,NA
C0601593,NA,NA,NA
C0601595,NA,NA,NA
C0601596,NA,NA,NA
C0601597,NA,NA,NA
C0601598,NA,NA,NA
C0601599,NA,68.66,47.61
C0601600,NA,67.22,44.03
C0601601,NA,88.52,49.65
C0601602,NA,88.97,NA
C0601603,NA,72.25,NA
C0601604,NA,NA,NA
C0601605,NA,85.87,NA
C0601606,NA,96.61,NA
C0601607,NA,90.82,NA
C0601608,NA,80.7,26.46
C0601610,NA,79.94,30.38
C0601611,NA,NA,NA
C0601612,NA,73.94,NA
C0601613,NA,83.04,34.76
C0601614,NA,NA,NA
C0601615,NA,NA,NA
C0601616,NA,NA,NA
C0601617,NA,NA,NA
C0601618,NA,NA,NA
C0601620,NA,NA,NA
C0601621,NA,NA,NA
C0601622,NA,NA,NA
C0601623,NA,NA,NA
C0601624,NA,82.32,41.29
C0601625,NA,NA,NA
C0601626,NA,NA,NA
C0601627,NA,NA,NA
C0601628,NA,NA,NA
C0601629,NA,NA,NA
C0601630,NA,NA,NA
C0601631,NA,NA,NA
C0601632,NA,NA,NA
C0601634,NA,NA,NA
C0601635,NA,NA,NA
C0601636,NA,NA,NA
C0601637,NA,NA,NA
C0601638,NA,NA,NA
C0601639,NA,NA,NA
C0601640,NA,NA,NA
C0601641,NA,NA,NA
C0601642,NA,NA,NA
C0601644,NA,95.44,41.07
C0601645,NA,55.77,37.79
C0601646,NA,80.84,47.06
C0601647,NA,83.82,37
C0601648,NA,80.26,35.37
C0601650,NA,97.1,41.95
C0601651,NA,84.08,39.61
C0601652,NA,84.2,48.56
C0601653,NA,86.77,49.09
C0601655,NA,NA,38.56
C0601656,NA,87.62,39.43
C0601657,NA,73.79,39.44
C0601659,NA,51.05,40.44
C0601660,NA,78.89,36.36
C0601661,NA,NA,NA
C0601683,NA,84.29,50.85
C0601684,NA,88.23,43.14
C0601685,NA,79.67,46.27
C0601686,NA,87.6,39.26
C0601724,NA,NA,39.42
