accenumb,campaign,trait,value
TS0579,1980-1981,plant_height,130
TS0579,1980-1981,plant_height,145
TS0579,1980-1981,plant_height,150
TS0579,1980-1981,plant_height,140
TS0579,1980-1981,plant_height,155
TS0580,1980-1981,plant_height,155
TS0580,1980-1981,plant_height,160
TS0580,1980-1981,plant_height,150
TS0580,1980-1981,plant_height,140
TS0580,1980-1981,plant_height,145
TS0587,1980-1981,plant_height,150
TS0587,1980-1981,plant_height,160
TS0587,1980-1981,plant_height,155
TS0587,1980-1981,plant_height,140
TS0622,1980-1981,plant_height,150
TS0622,1980-1981,plant_height,155
TS0622,1980-1981,plant_height,140
TS0623,1980-1981,plant_height,155
TS0623,1980-1981,plant_height,150
TS0623,1980-1981,plant_height,160
TS0623,1980-1981,plant_height,145
TS0623,1980-1981,plant_height,140
TS0634,1980-1981,plant_height,160
TS0634,1980-1981,plant_height,145
TS0634,1980-1981,plant_height,155
TS0634,1980-1981,plant_height,150
TS0635,1980-1981,plant_height,160
TS0635,1980-1981,plant_height,145
TS0635,1980-1981,plant_height,155
TS0635,1980-1981,plant_height,150
TS0638,1980-1981,plant_height,160
TS0638,1980-1981,plant_height,150
TS0638,1980-1981,plant_height,155
TS0645,1980-1981,plant_height,135
TS0645,1980-1981,plant_height,130
TS0645,1980-1981,plant_height,155
TS0645,1980-1981,plant_height,150
TS0645,1980-1981,plant_height,140
TS0646,1980-1981,plant_height,135
TS0646,1980-1981,plant_height,130
TS0646,1980-1981,plant_height,155
TS0646,1980-1981,plant_height,150
TS0646,1980-1981,plant_height,140
TS0655,1980-1981,plant_height,135
TS0655,1980-1981,plant_height,150
TS0655,1980-1981,plant_height,140
TS0942,1980-1981,plant_height,150
TS0942,1980-1981,plant_height,155
TS0942,1980-1981,plant_height,140
TS0942,1980-1981,plant_height,145
TS2234,1980-1981,plant_height,160
TS2234,1980-1981,plant_height,165
TS2234,1980-1981,plant_height,155
TS2234,1980-1981,plant_height,170
TS2234,1980-1981,plant_height,150
TS2234,1980-1981,plant_height,145
TS0110,1980-1981,plant_height,150
TS0119,1980-1981,plant_height,165
TS0191,1980-1981,plant_height,160
TS0191,1980-1981,plant_height,165
TS0191,1980-1981,plant_height,155
TS0191,1980-1981,plant_height,150
TS0192,1980-1981,plant_height,150
TS0192,1980-1981,plant_height,165
TS0192,1980-1981,plant_height,155
TS0192,1980-1981,plant_height,160
TS0208,1980-1981,plant_height,150
TS0208,1980-1981,plant_height,120
TS0208,1980-1981,plant_height,155
TS0208,1980-1981,plant_height,140
TS0218,1980-1981,plant_height,160
TS0218,1980-1981,plant_height,165
TS0218,1980-1981,plant_height,170
TS0218,1980-1981,plant_height,150
TS0218,1980-1981,plant_height,155
TS0218,1980-1981,plant_height,145
TS0218,1980-1981,plant_height,135
TS0232,1980-1981,plant_height,155
TS0232,1980-1981,plant_height,165
TS0232,1980-1981,plant_height,140
TS0232,1980-1981,plant_height,160
TS0232,1980-1981,plant_height,150
TS0232,1980-1981,plant_height,145
TS0247,1980-1981,plant_height,155
TS0247,1980-1981,plant_height,165
TS0247,1980-1981,plant_height,145
TS0247,1980-1981,plant_height,140
TS0247,1980-1981,plant_height,150
TS0247,1980-1981,plant_height,160
TS0247,1980-1981,plant_height,170
TS0280,1980-1981,plant_height,120
TS0280,1980-1981,plant_height,150
TS0280,1980-1981,plant_height,165
TS0280,1980-1981,plant_height,140
TS0280,1980-1981,plant_height,155
TS0280,1980-1981,plant_height,160
TS0281,1980-1981,plant_height,160
TS0281,1980-1981,plant_height,140
TS0281,1980-1981,plant_height,170
TS0281,1980-1981,plant_height,155
TS0281,1980-1981,plant_height,165
TS0281,1980-1981,plant_height,145
TS0281,1980-1981,plant_height,150
TS0287,1980-1981,plant_height,160
TS0287,1980-1981,plant_height,140
TS0287,1980-1981,plant_height,155
TS0287,1980-1981,plant_height,165
TS0333,1980-1981,plant_height,160
TS0333,1980-1981,plant_height,155
TS0333,1980-1981,plant_height,140
TS0336,1980-1981,plant_height,155
TS0336,1980-1981,plant_height,160
TS0336,1980-1981,plant_height,150
TS0336,1980-1981,plant_height,145
TS0342,1980-1981,plant_height,145
TS0342,1980-1981,plant_height,135
TS0342,1980-1981,plant_height,155
TS0342,1980-1981,plant_height,165
TS0342,1980-1981,plant_height,160
TS0342,1980-1981,plant_height,150
TS0342,1980-1981,plant_height,140
TS0345,1980-1981,plant_height,145
TS0345,1980-1981,plant_height,135
TS0345,1980-1981,plant_height,160
TS0345,1980-1981,plant_height,150
TS0345,1980-1981,plant_height,155
TS0345,1980-1981,plant_height,140
TS0363,1980-1981,plant_height,130
TS0363,1980-1981,plant_height,150
TS0363,1980-1981,plant_height,155
TS0363,1980-1981,plant_height,145
TS0363,1980-1981,plant_height,160
TS0363,1980-1981,plant_height,135
TS0363,1980-1981,plant_height,165
TS0363,1980-1981,plant_height,125
TS0363,1980-1981,plant_height,140
TS0379,1980-1981,plant_height,130
TS0379,1980-1981,plant_height,150
TS0379,1980-1981,plant_height,135
TS0379,1980-1981,plant_height,160
TS0379,1980-1981,plant_height,170
TS0379,1980-1981,plant_height,145
TS0379,1980-1981,plant_height,155
TS0379,1980-1981,plant_height,125
TS0379,1980-1981,plant_height,140
TS0384,1980-1981,plant_height,160
TS0384,1980-1981,plant_height,150
TS0384,1980-1981,plant_height,155
TS0384,1980-1981,plant_height,130
TS0384,1980-1981,plant_height,125
TS0384,1980-1981,plant_height,145
TS0384,1980-1981,plant_height,165
TS0384,1980-1981,plant_height,140
TS0435,1980-1981,plant_height,155
TS0435,1980-1981,plant_height,140
TS0435,1980-1981,plant_height,145
TS0435,1980-1981,plant_height,160
TS0435,1980-1981,plant_height,150
TS0435,1980-1981,plant_height,165
TS0451,1980-1981,plant_height,160
TS0451,1980-1981,plant_height,145
TS0451,1980-1981,plant_height,155
TS0451,1980-1981,plant_height,165
TS0451,1980-1981,plant_height,130
TS0451,1980-1981,plant_height,150
TS0455,1980-1981,plant_height,140
TS0455,1980-1981,plant_height,150
TS0455,1980-1981,plant_height,160
TS0455,1980-1981,plant_height,130
TS0455,1980-1981,plant_height,125
TS0455,1980-1981,plant_height,155
TS0455,1980-1981,plant_height,145
TS0479,1980-1981,plant_height,150
TS0479,1980-1981,plant_height,165
TS0479,1980-1981,plant_height,160
TS0479,1980-1981,plant_height,135
TS0479,1980-1981,plant_height,145
TS0479,1980-1981,plant_height,155
TS0480,1980-1981,plant_height,150
TS0480,1980-1981,plant_height,155
TS0480,1980-1981,plant_height,165
TS0480,1980-1981,plant_height,160
TS0517,1980-1981,plant_height,165
TS0517,1980-1981,plant_height,145
TS0517,1980-1981,plant_height,155
TS0517,1980-1981,plant_height,150
TS0517,1980-1981,plant_height,160
TS0536,1980-1981,plant_height,150
TS0536,1980-1981,plant_height,155
TS0536,1980-1981,plant_height,140
TS0554,1980-1981,plant_height,155
TS0554,1980-1981,plant_height,145
TS0554,1980-1981,plant_height,150
TS0560,1980-1981,plant_height,135
TS0560,1980-1981,plant_height,140
TS0560,1980-1981,plant_height,145
TS0560,1980-1981,plant_height,150
TS0560,1980-1981,plant_height,160
TS0560,1980-1981,plant_height,155
TS0560,1980-1981,plant_height,130
TS0561,1980-1981,plant_height,135
TS0561,1980-1981,plant_height,140
TS0561,1980-1981,plant_height,155
TS0561,1980-1981,plant_height,160
TS0561,1980-1981,plant_height,150
TS0561,1980-1981,plant_height,145
TS0566,1980-1981,plant_height,140
TS0566,1980-1981,plant_height,155
TS0566,1980-1981,plant_height,150
TS0566,1980-1981,plant_height,145
TS0566,1980-1981,plant_height,160
TS0572,1980-1981,plant_height,140
TS0572,1980-1981,plant_height,145
TS0572,1980-1981,plant_height,130
TS0572,1980-1981,plant_height,150
TS0573,1980-1981,plant_height,140
TS0573,1980-1981,plant_height,145
TS0573,1980-1981,plant_height,150
TS0573,1980-1981,plant_height,155
TS0573,1980-1981,plant_height,160
TS0588,1980-1981,plant_height,150
TS0588,1980-1981,plant_height,160
TS0588,1980-1981,plant_height,140
TS0588,1980-1981,plant_height,135
TS0588,1980-1981,plant_height,155
TS0588,1980-1981,plant_height,145
TS0589,1980-1981,plant_height,150
TS0589,1980-1981,plant_height,160
TS0589,1980-1981,plant_height,145
TS0607,1980-1981,plant_height,160
TS0607,1980-1981,plant_height,145
TS0607,1980-1981,plant_height,140
TS0607,1980-1981,plant_height,150
TS0607,1980-1981,plant_height,155
TS0608,1980-1981,plant_height,160
TS0608,1980-1981,plant_height,145
TS0608,1980-1981,plant_height,140
TS0608,1980-1981,plant_height,150
TS0624,1980-1981,plant_height,160
TS0624,1980-1981,plant_height,150
TS0624,1980-1981,plant_height,165
TS0624,1980-1981,plant_height,155
TS0639,1980-1981,plant_height,150
TS0639,1980-1981,plant_height,155
TS0639,1980-1981,plant_height,140
TS0656,1980-1981,plant_height,135
TS0656,1980-1981,plant_height,150
TS0656,1980-1981,plant_height,140
TS0657,1980-1981,plant_height,150
TS0657,1980-1981,plant_height,155
TS0657,1980-1981,plant_height,160
TS0657,1980-1981,plant_height,135
TS0664,1980-1981,plant_height,150
TS0664,1980-1981,plant_height,135
TS0664,1980-1981,plant_height,140
TS0664,1980-1981,plant_height,155
TS0670,1980-1981,plant_height,135
TS0670,1980-1981,plant_height,150
TS0670,1980-1981,plant_height,155
TS0670,1980-1981,plant_height,140
TS0673,1980-1981,plant_height,150
TS0673,1980-1981,plant_height,155
TS0673,1980-1981,plant_height,160
TS0673,1980-1981,plant_height,165
TS0673,1980-1981,plant_height,140
TS0673,1980-1981,plant_height,145
TS0673,1980-1981,plant_height,130
TS0691,1980-1981,plant_height,160
TS0691,1980-1981,plant_height,135
TS0691,1980-1981,plant_height,145
TS0691,1980-1981,plant_height,150
TS0691,1980-1981,plant_height,155
TS0691,1980-1981,plant_height,140
TS0698,1980-1981,plant_height,140
TS0698,1980-1981,plant_height,155
TS0698,1980-1981,plant_height,150
TS0698,1980-1981,plant_height,135
TS0698,1980-1981,plant_height,165
TS0698,1980-1981,plant_height,160
TS0706,1980-1981,plant_height,140
TS0706,1980-1981,plant_height,165
TS0706,1980-1981,plant_height,160
TS0706,1980-1981,plant_height,150
TS0706,1980-1981,plant_height,155
TS0710,1980-1981,plant_height,155
TS0710,1980-1981,plant_height,160
TS0710,1980-1981,plant_height,150
TS0710,1980-1981,plant_height,130
TS0710,1980-1981,plant_height,140
TS0710,1980-1981,plant_height,165
TS0710,1980-1981,plant_height,145
TS0728,1980-1981,plant_height,160
TS0728,1980-1981,plant_height,150
TS0728,1980-1981,plant_height,140
TS0728,1980-1981,plant_height,145
TS0741,1980-1981,plant_height,150
TS0741,1980-1981,plant_height,160
TS0741,1980-1981,plant_height,140
TS0741,1980-1981,plant_height,155
TS0741,1980-1981,plant_height,145
TS0753,1980-1981,plant_height,155
TS0753,1980-1981,plant_height,140
TS0753,1980-1981,plant_height,150
TS0753,1980-1981,plant_height,160
TS0760,1980-1981,plant_height,135
TS0760,1980-1981,plant_height,150
TS0760,1980-1981,plant_height,160
TS0760,1980-1981,plant_height,155
TS0760,1980-1981,plant_height,130
TS0762,1980-1981,plant_height,155
TS0762,1980-1981,plant_height,160
TS0762,1980-1981,plant_height,150
TS0769,1980-1981,plant_height,145
TS0769,1980-1981,plant_height,155
TS0769,1980-1981,plant_height,160
TS0769,1980-1981,plant_height,150
TS0772,1980-1981,plant_height,160
TS0772,1980-1981,plant_height,140
TS0772,1980-1981,plant_height,150
TS0785,1980-1981,plant_height,155
TS0785,1980-1981,plant_height,150
TS0785,1980-1981,plant_height,140
TS0785,1980-1981,plant_height,160
TS0792,1980-1981,plant_height,145
TS0792,1980-1981,plant_height,140
TS0792,1980-1981,plant_height,150
TS0792,1980-1981,plant_height,135
TS0792,1980-1981,plant_height,155
TS0810,1980-1981,plant_height,130
TS0810,1980-1981,plant_height,155
TS0810,1980-1981,plant_height,150
TS0810,1980-1981,plant_height,140
TS0810,1980-1981,plant_height,160
TS0810,1980-1981,plant_height,145
TS0837,1980-1981,plant_height,150
TS0837,1980-1981,plant_height,140
TS0837,1980-1981,plant_height,130
TS0837,1980-1981,plant_height,160
TS0838,1980-1981,plant_height,150
TS0838,1980-1981,plant_height,140
TS0838,1980-1981,plant_height,160
TS0838,1980-1981,plant_height,155
TS0854,1980-1981,plant_height,135
TS0854,1980-1981,plant_height,150
TS0854,1980-1981,plant_height,140
TS0854,1980-1981,plant_height,160
TS0854,1980-1981,plant_height,145
TS0858,1980-1981,plant_height,135
TS0858,1980-1981,plant_height,150
TS0858,1980-1981,plant_height,140
TS0858,1980-1981,plant_height,155
TS0858,1980-1981,plant_height,130
TS0858,1980-1981,plant_height,120
TS0858,1980-1981,plant_height,160
TS0858,1980-1981,plant_height,145
TS0888,1980-1981,plant_height,125
TS0888,1980-1981,plant_height,160
TS0888,1980-1981,plant_height,145
TS0888,1980-1981,plant_height,140
TS0888,1980-1981,plant_height,150
TS0888,1980-1981,plant_height,130
TS0891,1980-1981,plant_height,150
TS0891,1980-1981,plant_height,160
TS0891,1980-1981,plant_height,155
TS0891,1980-1981,plant_height,145
TS0891,1980-1981,plant_height,140
TS0891,1980-1981,plant_height,135
TS0891,1980-1981,plant_height,130
TS0909,1980-1981,plant_height,155
TS0909,1980-1981,plant_height,160
TS0909,1980-1981,plant_height,150
TS0909,1980-1981,plant_height,140
TS0909,1980-1981,plant_height,130
TS0915,1980-1981,plant_height,135
TS0915,1980-1981,plant_height,150
TS0915,1980-1981,plant_height,140
TS0915,1980-1981,plant_height,155
TS0915,1980-1981,plant_height,160
TS0915,1980-1981,plant_height,130
TS0915,1980-1981,plant_height,145
TS0928,1980-1981,plant_height,155
TS0928,1980-1981,plant_height,150
TS0928,1980-1981,plant_height,130
TS0928,1980-1981,plant_height,160
TS0928,1980-1981,plant_height,140
TS0928,1980-1981,plant_height,145
TS0935,1980-1981,plant_height,140
TS0935,1980-1981,plant_height,135
TS0935,1980-1981,plant_height,155
TS0935,1980-1981,plant_height,150
TS0944,1980-1981,plant_height,140
TS0944,1980-1981,plant_height,135
TS0944,1980-1981,plant_height,155
TS0944,1980-1981,plant_height,150
TS2232,1980-1981,plant_height,150
TS2232,1980-1981,plant_height,170
TS2232,1980-1981,plant_height,145
TS2232,1980-1981,plant_height,160
TS2233,1980-1981,plant_height,160
TS2233,1980-1981,plant_height,165
TS2233,1980-1981,plant_height,170
TS2233,1980-1981,plant_height,150
TS2233,1980-1981,plant_height,145
TS2235,1980-1981,plant_height,120
TS2235,1980-1981,plant_height,150
TS2235,1980-1981,plant_height,160
TS2235,1980-1981,plant_height,140
TS2235,1980-1981,plant_height,165
TS0079,1983-1984,plant_height,160
TS0079,1983-1984,plant_height,145
TS0079,1983-1984,plant_height,150
TS0079,1983-1984,thousand_kernel_weight,43
TS0079,1983-1984,thousand_kernel_weight,36
TS0079,1983-1984,thousand_kernel_weight,35
TS0079,1983-1984,thousand_kernel_weight,37
TS0079,1983-1984,thousand_kernel_weight,30
TS0081,1983-1984,plant_height,150
TS0081,1983-1984,plant_height,160
TS0081,1983-1984,plant_height,155
TS0081,1983-1984,plant_height,165
TS0081,1983-1984,thousand_kernel_weight,45
TS0081,1983-1984,thousand_kernel_weight,49.5
TS0081,1983-1984,thousand_kernel_weight,51
TS0081,1983-1984,thousand_kernel_weight,32.5
TS0081,1983-1984,thousand_kernel_weight,37.5
TS0081,1983-1984,thousand_kernel_weight,48.5
TS0092,1983-1984,plant_height,155
TS0092,1983-1984,plant_height,125
TS0092,1983-1984,plant_height,170
TS0092,1983-1984,plant_height,160
TS0092,1983-1984,plant_height,150
TS0092,1983-1984,plant_height,165
TS0092,1983-1984,thousand_kernel_weight,40.5
TS0092,1983-1984,thousand_kernel_weight,43.5
TS0092,1983-1984,thousand_kernel_weight,46
TS0092,1983-1984,thousand_kernel_weight,45
TS0092,1983-1984,thousand_kernel_weight,48.5
TS0092,1983-1984,thousand_kernel_weight,50
TS0098,1983-1984,plant_height,155
TS0098,1983-1984,plant_height,160
TS0098,1983-1984,plant_height,150
TS0098,1983-1984,plant_height,165
TS0098,1983-1984,plant_height,170
TS0098,1983-1984,plant_height,145
TS0098,1983-1984,thousand_kernel_weight,50.5
TS0098,1983-1984,thousand_kernel_weight,44
TS0098,1983-1984,thousand_kernel_weight,51
TS0098,1983-1984,thousand_kernel_weight,37.5
TS0098,1983-1984,thousand_kernel_weight,44.5
TS0098,1983-1984,thousand_kernel_weight,47.5
TS0098,1983-1984,thousand_kernel_weight,48.5
TS0098,1983-1984,thousand_kernel_weight,49
TS0098,1983-1984,thousand_kernel_weight,52.5
TS0098,1983-1984,thousand_kernel_weight,53
TS0098,1983-1984,thousand_kernel_weight,41
TS0098,1983-1984,thousand_kernel_weight,40.5
TS0098,1983-1984,thousand_kernel_weight,50
TS0098,1983-1984,thousand_kernel_weight,48
TS0111,1983-1984,plant_height,170
TS0111,1983-1984,plant_height,165
TS0111,1983-1984,plant_height,155
TS0111,1983-1984,plant_height,160
TS0111,1983-1984,plant_height,140
TS0111,1983-1984,plant_height,150
TS0111,1983-1984,thousand_kernel_weight,55
TS0111,1983-1984,thousand_kernel_weight,48.5
TS0111,1983-1984,thousand_kernel_weight,51
TS0111,1983-1984,thousand_kernel_weight,47
TS0111,1983-1984,thousand_kernel_weight,46
TS0111,1983-1984,thousand_kernel_weight,49
TS0111,1983-1984,thousand_kernel_weight,44
TS0111,1983-1984,thousand_kernel_weight,52.5
TS0111,1983-1984,thousand_kernel_weight,31.5
TS0111,1983-1984,thousand_kernel_weight,38
TS0111,1983-1984,thousand_kernel_weight,50
TS0111,1983-1984,thousand_kernel_weight,42
TS0125,1983-1984,plant_height,145
TS0125,1983-1984,plant_height,150
TS0125,1983-1984,plant_height,160
TS0125,1983-1984,plant_height,155
TS0125,1983-1984,thousand_kernel_weight,36
TS0125,1983-1984,thousand_kernel_weight,35
TS0125,1983-1984,thousand_kernel_weight,30
TS0125,1983-1984,thousand_kernel_weight,38
TS0125,1983-1984,thousand_kernel_weight,41
TS0174,1983-1984,plant_height,165
TS0174,1983-1984,plant_height,160
TS0174,1983-1984,plant_height,150
TS0174,1983-1984,plant_height,170
TS0174,1983-1984,plant_height,140
TS0174,1983-1984,plant_height,155
TS0183,1983-1984,plant_height,150
TS0183,1983-1984,plant_height,145
TS0183,1983-1984,plant_height,155
TS0183,1983-1984,plant_height,165
TS0183,1983-1984,plant_height,160
TS0225,1983-1984,plant_height,160
TS0225,1983-1984,plant_height,165
TS0225,1983-1984,plant_height,140
TS0225,1983-1984,plant_height,150
TS0225,1983-1984,plant_height,155
TS0225,1983-1984,plant_height,170
TS0225,1983-1984,plant_height,135
TS0241,1983-1984,plant_height,160
TS0241,1983-1984,plant_height,145
TS0241,1983-1984,plant_height,150
TS0241,1983-1984,plant_height,165
TS0241,1983-1984,plant_height,155
TS0241,1983-1984,plant_height,135
TS0242,1983-1984,plant_height,160
TS0242,1983-1984,plant_height,150
TS0242,1983-1984,plant_height,155
TS0242,1983-1984,plant_height,170
TS0242,1983-1984,plant_height,165
TS0258,1983-1984,plant_height,160
TS0258,1983-1984,plant_height,145
TS0258,1983-1984,plant_height,165
TS0258,1983-1984,plant_height,150
TS0265,1983-1984,plant_height,160
TS0265,1983-1984,plant_height,155
TS0265,1983-1984,plant_height,165
TS0265,1983-1984,plant_height,150
TS0265,1983-1984,plant_height,135
TS0265,1983-1984,plant_height,140
TS0286,1983-1984,plant_height,150
TS0286,1983-1984,plant_height,155
TS0286,1983-1984,plant_height,140
TS0286,1983-1984,plant_height,160
TS0288,1983-1984,plant_height,160
TS0288,1983-1984,plant_height,145
TS0288,1983-1984,plant_height,140
TS0288,1983-1984,plant_height,165
TS0288,1983-1984,plant_height,155
TS0288,1983-1984,plant_height,150
TS0289,1983-1984,plant_height,160
TS0289,1983-1984,plant_height,170
TS0289,1983-1984,plant_height,150
TS0289,1983-1984,plant_height,145
TS0289,1983-1984,plant_height,155
TS0294,1983-1984,plant_height,160
TS0294,1983-1984,plant_height,145
TS0294,1983-1984,plant_height,155
TS0294,1983-1984,plant_height,150
TS0294,1983-1984,plant_height,130
TS0294,1983-1984,plant_height,140
TS0310,1983-1984,plant_height,160
TS0310,1983-1984,plant_height,165
TS0310,1983-1984,plant_height,150
TS0310,1983-1984,plant_height,130
TS0310,1983-1984,plant_height,170
TS0310,1983-1984,plant_height,140
TS0325,1983-1984,plant_height,150
TS0325,1983-1984,plant_height,155
TS0325,1983-1984,plant_height,140
TS0325,1983-1984,plant_height,165
TS0325,1983-1984,plant_height,160
TS0337,1983-1984,plant_height,145
TS0337,1983-1984,plant_height,160
TS0337,1983-1984,plant_height,135
TS0337,1983-1984,plant_height,150
TS0337,1983-1984,plant_height,155
TS0347,1983-1984,plant_height,160
TS0347,1983-1984,plant_height,165
TS0347,1983-1984,plant_height,155
TS0347,1983-1984,plant_height,150
TS0350,1983-1984,plant_height,155
TS0350,1983-1984,plant_height,160
TS0350,1983-1984,plant_height,150
TS0350,1983-1984,plant_height,145
TS0371,1983-1984,plant_height,155
TS0371,1983-1984,plant_height,150
TS0371,1983-1984,plant_height,160
TS0371,1983-1984,plant_height,140
TS0371,1983-1984,plant_height,145
TS0371,1983-1984,plant_height,130
TS0380,1983-1984,plant_height,150
TS0380,1983-1984,plant_height,135
TS0380,1983-1984,plant_height,165
TS0380,1983-1984,plant_height,155
TS0380,1983-1984,plant_height,160
TS0380,1983-1984,plant_height,130
TS0380,1983-1984,plant_height,145
TS0380,1983-1984,plant_height,140
TS0431,1983-1984,plant_height,150
TS0431,1983-1984,plant_height,165
TS0431,1983-1984,plant_height,160
TS0431,1983-1984,plant_height,135
TS0431,1983-1984,plant_height,145
TS0431,1983-1984,plant_height,155
TS0436,1983-1984,plant_height,160
TS0436,1983-1984,plant_height,140
TS0436,1983-1984,plant_height,155
TS0436,1983-1984,plant_height,165
TS0436,1983-1984,plant_height,150
TS0436,1983-1984,plant_height,145
TS0437,1983-1984,plant_height,160
TS0437,1983-1984,plant_height,155
TS0437,1983-1984,plant_height,140
TS0437,1983-1984,plant_height,150
TS0437,1983-1984,plant_height,165
TS0439,1983-1984,plant_height,160
TS0439,1983-1984,plant_height,170
TS0439,1983-1984,plant_height,150
TS0439,1983-1984,plant_height,145
TS0439,1983-1984,plant_height,155
TS0439,1983-1984,plant_height,165
TS0461,1983-1984,plant_height,140
TS0461,1983-1984,plant_height,145
TS0461,1983-1984,plant_height,150
TS0461,1983-1984,plant_height,160
TS0483,1983-1984,plant_height,160
TS0483,1983-1984,plant_height,155
TS0483,1983-1984,plant_height,150
TS0483,1983-1984,plant_height,145
TS0483,1983-1984,plant_height,140
TS0498,1983-1984,plant_height,160
TS0498,1983-1984,plant_height,150
TS0498,1983-1984,plant_height,135
TS0498,1983-1984,plant_height,155
TS0498,1983-1984,plant_height,170
TS0498,1983-1984,plant_height,145
TS0499,1983-1984,plant_height,160
TS0499,1983-1984,plant_height,150
TS0499,1983-1984,plant_height,155
TS0499,1983-1984,plant_height,165
TS0499,1983-1984,plant_height,145
TS0499,1983-1984,plant_height,140
TS0509,1983-1984,plant_height,150
TS0509,1983-1984,plant_height,160
TS0509,1983-1984,plant_height,145
TS0509,1983-1984,plant_height,155
TS0509,1983-1984,plant_height,140
TS0535,1983-1984,plant_height,150
TS0535,1983-1984,plant_height,155
TS0535,1983-1984,plant_height,140
TS0553,1983-1984,plant_height,155
TS0553,1983-1984,plant_height,160
TS0555,1983-1984,plant_height,160
TS0555,1983-1984,plant_height,150
TS0555,1983-1984,plant_height,145
TS0574,1983-1984,plant_height,140
TS0574,1983-1984,plant_height,145
TS0574,1983-1984,plant_height,150
TS0574,1983-1984,plant_height,155
TS0574,1983-1984,plant_height,130
TS0574,1983-1984,plant_height,160
TS0577,1983-1984,plant_height,140
TS0577,1983-1984,plant_height,135
TS0577,1983-1984,plant_height,150
TS0577,1983-1984,plant_height,130
TS0577,1983-1984,plant_height,160
TS0577,1983-1984,plant_height,145
TS0578,1983-1984,plant_height,130
TS0578,1983-1984,plant_height,140
TS0578,1983-1984,plant_height,145
TS0578,1983-1984,plant_height,160
TS0578,1983-1984,plant_height,155
TS0578,1983-1984,plant_height,150
TS0579,1983-1984,plant_height,130
TS0579,1983-1984,plant_height,135
TS0579,1983-1984,plant_height,145
TS0579,1983-1984,plant_height,150
TS0579,1983-1984,plant_height,140
TS0579,1983-1984,plant_height,155
TS0580,1983-1984,plant_height,155
TS0580,1983-1984,plant_height,160
TS0580,1983-1984,plant_height,150
TS0580,1983-1984,plant_height,140
TS0580,1983-1984,plant_height,145
TS0587,1983-1984,plant_height,150
TS0587,1983-1984,plant_height,160
TS0587,1983-1984,plant_height,155
TS0587,1983-1984,plant_height,140
TS0622,1983-1984,plant_height,140
TS0622,1983-1984,plant_height,150
TS0622,1983-1984,plant_height,155
TS0622,1983-1984,plant_height,160
TS0623,1983-1984,plant_height,150
TS0623,1983-1984,plant_height,155
TS0623,1983-1984,plant_height,160
TS0623,1983-1984,plant_height,145
TS0623,1983-1984,plant_height,140
TS0634,1983-1984,plant_height,160
TS0634,1983-1984,plant_height,145
TS0634,1983-1984,plant_height,155
TS0634,1983-1984,plant_height,150
TS0635,1983-1984,plant_height,160
TS0635,1983-1984,plant_height,145
TS0635,1983-1984,plant_height,155
TS0635,1983-1984,plant_height,150
TS0638,1983-1984,plant_height,150
TS0638,1983-1984,plant_height,160
TS0638,1983-1984,plant_height,155
TS0645,1983-1984,plant_height,135
TS0645,1983-1984,plant_height,130
TS0645,1983-1984,plant_height,155
TS0645,1983-1984,plant_height,140
TS0645,1983-1984,plant_height,150
TS0646,1983-1984,plant_height,135
TS0646,1983-1984,plant_height,130
TS0646,1983-1984,plant_height,155
TS0646,1983-1984,plant_height,140
TS0646,1983-1984,plant_height,150
TS0655,1983-1984,plant_height,135
TS0655,1983-1984,plant_height,150
TS0655,1983-1984,plant_height,140
TS0942,1983-1984,plant_height,150
TS0942,1983-1984,plant_height,155
TS0942,1983-1984,plant_height,140
TS0942,1983-1984,plant_height,145
TS0965,1983-1984,thousand_kernel_weight,43
TS1201,1983-1984,thousand_kernel_weight,30
TS1202,1983-1984,thousand_kernel_weight,30
TS2234,1983-1984,plant_height,160
TS2234,1983-1984,plant_height,155
TS2234,1983-1984,plant_height,170
TS2234,1983-1984,plant_height,150
TS2234,1983-1984,plant_height,165
TS2234,1983-1984,plant_height,145
TS0085,1983-1984,plant_height,155
TS0085,1983-1984,plant_height,125
TS0085,1983-1984,plant_height,170
TS0085,1983-1984,plant_height,165
TS0085,1983-1984,plant_height,150
TS0085,1983-1984,thousand_kernel_weight,40.5
TS0085,1983-1984,thousand_kernel_weight,43.5
TS0085,1983-1984,thousand_kernel_weight,46
TS0085,1983-1984,thousand_kernel_weight,47
TS0085,1983-1984,thousand_kernel_weight,51
TS0086,1983-1984,plant_height,150
TS0086,1983-1984,plant_height,160
TS0086,1983-1984,plant_height,155
TS0086,1983-1984,thousand_kernel_weight,45
TS0086,1983-1984,thousand_kernel_weight,49.5
TS0086,1983-1984,thousand_kernel_weight,46
TS0086,1983-1984,thousand_kernel_weight,51
TS0086,1983-1984,thousand_kernel_weight,48.5
TS0087,1983-1984,plant_height,160
TS0087,1983-1984,plant_height,125
TS0087,1983-1984,plant_height,170
TS0087,1983-1984,plant_height,150
TS0087,1983-1984,thousand_kernel_weight,46
TS0087,1983-1984,thousand_kernel_weight,54
TS0087,1983-1984,thousand_kernel_weight,37.5
TS0087,1983-1984,thousand_kernel_weight,51
TS0087,1983-1984,thousand_kernel_weight,43.5
TS0089,1983-1984,plant_height,160
TS0089,1983-1984,plant_height,125
TS0089,1983-1984,plant_height,170
TS0089,1983-1984,plant_height,165
TS0089,1983-1984,thousand_kernel_weight,46
